dataset_id,scenario_id,outer_fold,source_rows,target_rows,raw_features,encoded_features,numeric_features,categorical_features,ordinal_features,boolean_features,source_missing_before,target_missing_before,source_missing_after,target_missing_after,unseen_target_category_occurrences,unseen_target_category_columns,source_all_finite,target_all_finite,canonical_or_scenario_input_sha256,split_protocol_sha256,preprocessing_config_sha256,split_sha256
banknote_authentication,default,4,1098,274,4,4,4,0,0,0,0,0,0,0,0,[],True,True,445ead712220b311e3ec7121840f3305395773e51d1ddc83a5fc0bfd45183a7d,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,ee46050a41193e18867511a7e6ed67da56e2920f48528a53c2b3bd9b2c82dd10
ionosphere,default,0,280,71,34,34,34,0,0,0,0,0,0,0,0,[],True,True,eca7d42d83ca60d905dd826974f997f3fb761b8e1d9313e5069f69d54aa1908a,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,02a3a9a426ede9423f5ad282b5221623392dbd520cd03d51876e84f6fb61b923
ionosphere,default,1,281,70,34,34,34,0,0,0,0,0,0,0,0,[],True,True,eca7d42d83ca60d905dd826974f997f3fb761b8e1d9313e5069f69d54aa1908a,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,dea11dc16b780b834c5a5dd0fbc33e56a18295c92e3e85bd1fe56f06e8772246
ionosphere,default,2,281,70,34,34,34,0,0,0,0,0,0,0,0,[],True,True,eca7d42d83ca60d905dd826974f997f3fb761b8e1d9313e5069f69d54aa1908a,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,2b43a3b475888692d89ae31893db24b9bbf525626957b6ca96bf27bfdf536df6
ionosphere,default,3,281,70,34,34,34,0,0,0,0,0,0,0,0,[],True,True,eca7d42d83ca60d905dd826974f997f3fb761b8e1d9313e5069f69d54aa1908a,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,39804520b475ca4f15d0225e5c30308fe9a1f740fd243645039e9d0fbe1d3744
ionosphere,default,4,281,70,34,34,34,0,0,0,0,0,0,0,0,[],True,True,eca7d42d83ca60d905dd826974f997f3fb761b8e1d9313e5069f69d54aa1908a,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,a62b97be0f5cfef10bd3c970f37c11e3ad65c404250da42cc4ae57d2d1594d31
sonar,default,0,166,42,60,60,60,0,0,0,0,0,0,0,0,[],True,True,a96acdbe229653c3b5388efaa8612239923efc26ef719bb86afa24301f4337f6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,48c71b600ee7503780a83e1680c5d693af4f124e0576b04051c753df251aa594
sonar,default,1,166,42,60,60,60,0,0,0,0,0,0,0,0,[],True,True,a96acdbe229653c3b5388efaa8612239923efc26ef719bb86afa24301f4337f6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,480cd013d99779290a35239e40f17b4f0998f29dd5a0c25aff043544df48be9c
sonar,default,2,166,42,60,60,60,0,0,0,0,0,0,0,0,[],True,True,a96acdbe229653c3b5388efaa8612239923efc26ef719bb86afa24301f4337f6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,07fa2d958fa6dca169ff263a87a35b5ffb29300905b11a02c2c699480b9dc481
sonar,default,3,167,41,60,60,60,0,0,0,0,0,0,0,0,[],True,True,a96acdbe229653c3b5388efaa8612239923efc26ef719bb86afa24301f4337f6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,f344766fb1f364ed94928967cf2c52d3ff2733a5e13d053f0bf7041bff5870c2
sonar,default,4,167,41,60,60,60,0,0,0,0,0,0,0,0,[],True,True,a96acdbe229653c3b5388efaa8612239923efc26ef719bb86afa24301f4337f6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,419414666b4464578d5651e24e4671d0133023858efe46462d72c97265dcd2d3
breast_cancer_wisconsin_diagnostic,default,0,455,114,30,30,30,0,0,0,0,0,0,0,0,[],True,True,afbaa0e3d7da94dd224c489771b90fa0db77875ee64c74a2dd26a31d0884eac1,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,52c5820ce3405556753d75bfda67b12c4d4774da3a6cd3223f4678e2c87d52e7
breast_cancer_wisconsin_diagnostic,default,1,455,114,30,30,30,0,0,0,0,0,0,0,0,[],True,True,afbaa0e3d7da94dd224c489771b90fa0db77875ee64c74a2dd26a31d0884eac1,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,1682808cc88101f0c3729ee37b9cbd4a9c66b64eac9b5e1825bd8d74f45f03db
breast_cancer_wisconsin_diagnostic,default,2,455,114,30,30,30,0,0,0,0,0,0,0,0,[],True,True,afbaa0e3d7da94dd224c489771b90fa0db77875ee64c74a2dd26a31d0884eac1,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,721bf35e04e0dee50c9be0251dc1d00cae8667a1d8260fb9bb1db8ae400e5133
breast_cancer_wisconsin_diagnostic,default,3,455,114,30,30,30,0,0,0,0,0,0,0,0,[],True,True,afbaa0e3d7da94dd224c489771b90fa0db77875ee64c74a2dd26a31d0884eac1,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,4487d1ae2c3e48bd5e1194aa2fe831635e929dbb953c4fd5773683916beac240
breast_cancer_wisconsin_diagnostic,default,4,456,113,30,30,30,0,0,0,0,0,0,0,0,[],True,True,afbaa0e3d7da94dd224c489771b90fa0db77875ee64c74a2dd26a31d0884eac1,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,fb6ab8769ebd25c6bf8a164f81f446e5f399bdeedaf66e3c70614af5991653b2
pima_diabetes,default,0,614,154,8,8,8,0,0,0,0,0,0,0,0,[],True,True,27fed1028d76076c513c75a26e3b31e211b5ca6116b72d0c35638b41d15c0c93,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,1a539166a54f5903c63dfd3db314f900ffd655d380081423362ea404c4c32edd
pima_diabetes,default,1,614,154,8,8,8,0,0,0,0,0,0,0,0,[],True,True,27fed1028d76076c513c75a26e3b31e211b5ca6116b72d0c35638b41d15c0c93,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,717f4d6df7abee746fa3c2d8f15621526fb69eac87dd5ef07d1ed74fb18ab690
pima_diabetes,default,2,614,154,8,8,8,0,0,0,0,0,0,0,0,[],True,True,27fed1028d76076c513c75a26e3b31e211b5ca6116b72d0c35638b41d15c0c93,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,6b7962559e4f6f40394392ffd22b4a40f90772c9e5cb7c7797bb3c4e96322df6
pima_diabetes,default,3,615,153,8,8,8,0,0,0,0,0,0,0,0,[],True,True,27fed1028d76076c513c75a26e3b31e211b5ca6116b72d0c35638b41d15c0c93,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,5b959c55df59f6ef30a3bd2973985a021a0e147bc28f5641a810312830aaed4e
pima_diabetes,default,4,615,153,8,8,8,0,0,0,0,0,0,0,0,[],True,True,27fed1028d76076c513c75a26e3b31e211b5ca6116b72d0c35638b41d15c0c93,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,14251ef1b48c7cab7b64a29fa715d2c80a2f16657b574056afaead77627bfbb6
heart_disease,default,0,235,59,13,13,13,0,0,0,0,0,0,0,0,[],True,True,6e911376a9efb14d8854f88a603a01dd992892b8151023dbbbef9df750a45879,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,2ec0899b6b9ac347c9c5b2121c4682ba9e5a5b397d3750469b1b5494df04f96a
heart_disease,default,1,235,59,13,13,13,0,0,0,0,0,0,0,0,[],True,True,6e911376a9efb14d8854f88a603a01dd992892b8151023dbbbef9df750a45879,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,6e5aaa8d688c4247392d38fd366422e4d2f0b29b03bf9bfd82d9c26383e58cde
heart_disease,default,2,235,59,13,13,13,0,0,0,0,0,0,0,0,[],True,True,6e911376a9efb14d8854f88a603a01dd992892b8151023dbbbef9df750a45879,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,b347ae6511f5a5ae20fef52aa7a591a4a6fc866e29a54934e4e525964cd6dc92
heart_disease,default,3,235,59,13,13,13,0,0,0,0,0,0,0,0,[],True,True,6e911376a9efb14d8854f88a603a01dd992892b8151023dbbbef9df750a45879,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,7b404fde5be8b02538222c4c9133ac51761239ae470c2a6b5d0b412fe6483eee
heart_disease,default,4,236,58,13,13,13,0,0,0,0,0,0,0,0,[],True,True,6e911376a9efb14d8854f88a603a01dd992892b8151023dbbbef9df750a45879,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,b8bfbab0440ba7e46b978b17ae56ded71b5b7708d3af95c170196781e56f2979
haberman_survival,default,0,244,62,3,14,2,1,0,0,0,0,0,0,0,[],True,True,ff79a9f41b62db1f4c4927745c0d1ffad2c814a40904535067e46ba412a2d763,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,2680fc442c6548b30591ea917a6d8f0aafd719f24b03e128558ee934cb27350e
haberman_survival,default,1,245,61,3,14,2,1,0,0,0,0,0,0,0,[],True,True,ff79a9f41b62db1f4c4927745c0d1ffad2c814a40904535067e46ba412a2d763,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,0fd17abf7cae8a0ca500820e931316b062aa2d687130ada9dba2fd2ba94dd0e6
haberman_survival,default,2,245,61,3,14,2,1,0,0,0,0,0,0,0,[],True,True,ff79a9f41b62db1f4c4927745c0d1ffad2c814a40904535067e46ba412a2d763,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,0c46466b9fcfbf92723daed05162bb90560dc9a5b0c5e0843496b6afa7906ee9
haberman_survival,default,3,245,61,3,14,2,1,0,0,0,0,0,0,0,[],True,True,ff79a9f41b62db1f4c4927745c0d1ffad2c814a40904535067e46ba412a2d763,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,24e4e53f3a59773d696817583178884ff11327e75cf548ca8c1cbeb276e71aae
haberman_survival,default,4,245,61,3,14,2,1,0,0,0,0,0,0,0,[],True,True,ff79a9f41b62db1f4c4927745c0d1ffad2c814a40904535067e46ba412a2d763,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,c7f8a8a8c95e14341ee4c86112095e708110e6b9a275ea7fb87630ac160285c8
dermatology,default,0,292,74,34,129,1,33,0,0,6,2,0,0,0,[],True,True,e8ca74df36fa9d2b9d7b9627cd2ccf8d0306bd343ca2424d23a375d2c3d7c229,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,2fe77cf9503404894dce355787273f4ba7f8b4e8f1e3dacd78bfc25162df3ac7
dermatology,default,1,293,73,34,130,1,33,0,0,8,0,0,0,0,[],True,True,e8ca74df36fa9d2b9d7b9627cd2ccf8d0306bd343ca2424d23a375d2c3d7c229,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,a2c3b9beea22f2aac57bdc8e8ce99f922ff63ff76e89571c2dcd33c49646ee9c
dermatology,default,2,293,73,34,130,1,33,0,0,6,2,0,0,0,[],True,True,e8ca74df36fa9d2b9d7b9627cd2ccf8d0306bd343ca2424d23a375d2c3d7c229,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,fa218fa2006d5e889f5b9368f7fc63ef4e7441330d266b4d4595cf0e2f6abf34
dermatology,default,3,293,73,34,129,1,33,0,0,5,3,0,0,1,"[""polygonal_papules""]",True,True,e8ca74df36fa9d2b9d7b9627cd2ccf8d0306bd343ca2424d23a375d2c3d7c229,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,7700f4443d96419a7c757104017185627a5d3b335da97fd1eb282ed2c2af1855
dermatology,default,4,293,73,34,130,1,33,0,0,7,1,0,0,0,[],True,True,e8ca74df36fa9d2b9d7b9627cd2ccf8d0306bd343ca2424d23a375d2c3d7c229,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,c2d76a83f8e9bc20898e1f7864f9d3e8f2019031178eae65d4dee18577722414
balance_scale,default,0,500,125,4,4,4,0,0,0,0,0,0,0,0,[],True,True,bcd795f2be7918189f21a739b48ad5583dcdae8efdbd23256b9c574f6c7d3d66,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,8f607ca5fc6048da307cc8d841892b25b81622277fd8be60638ba67af0d1bcf1
balance_scale,default,1,500,125,4,4,4,0,0,0,0,0,0,0,0,[],True,True,bcd795f2be7918189f21a739b48ad5583dcdae8efdbd23256b9c574f6c7d3d66,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,84546d91ea43e99f88176950ae42f9a1f47febc5b1d9ad20b528e69d00528802
balance_scale,default,2,500,125,4,4,4,0,0,0,0,0,0,0,0,[],True,True,bcd795f2be7918189f21a739b48ad5583dcdae8efdbd23256b9c574f6c7d3d66,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,c0abe02dedf3568d4728f1cae2052d4104eec072b99aed143c1478252c1d036c
balance_scale,default,3,500,125,4,4,4,0,0,0,0,0,0,0,0,[],True,True,bcd795f2be7918189f21a739b48ad5583dcdae8efdbd23256b9c574f6c7d3d66,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,036128607bcdf6ebf7cb686b3e343b5faf01e0d01edd496ac800d1bb4475cc4c
balance_scale,default,4,500,125,4,4,4,0,0,0,0,0,0,0,0,[],True,True,bcd795f2be7918189f21a739b48ad5583dcdae8efdbd23256b9c574f6c7d3d66,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,397a003245ff941c318f7c45a141a763c71ca9184a9e5bef8d5397019f6f1662
waveform,default,0,4000,1000,40,40,40,0,0,0,0,0,0,0,0,[],True,True,31699e04c4591627b65e494edd2907ccd9baff40ac9f42e0210afbb13f43f74e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,3f46560c3998d36d0d293320f66dd3dc79b2b466392f86d35ea2aa2b7a439cc3
waveform,default,1,4000,1000,40,40,40,0,0,0,0,0,0,0,0,[],True,True,31699e04c4591627b65e494edd2907ccd9baff40ac9f42e0210afbb13f43f74e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,ead07de8b373f484f5417a1aeb878c525c00a09b55c6b5f21670196bf2b3b8c8
waveform,default,2,4000,1000,40,40,40,0,0,0,0,0,0,0,0,[],True,True,31699e04c4591627b65e494edd2907ccd9baff40ac9f42e0210afbb13f43f74e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,375cb7e0e385e2a13d04e53b1be7639915bfce2f8dc8a822bc485437a9ab2d75
waveform,default,3,4000,1000,40,40,40,0,0,0,0,0,0,0,0,[],True,True,31699e04c4591627b65e494edd2907ccd9baff40ac9f42e0210afbb13f43f74e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,d37f89b0bafcfd11c5a91890e709b10623c2a427da986b6d29e944e080c2bfb2
waveform,default,4,4000,1000,40,40,40,0,0,0,0,0,0,0,0,[],True,True,31699e04c4591627b65e494edd2907ccd9baff40ac9f42e0210afbb13f43f74e,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,52191979abc029fc622d28afa5fb51ae2847f2c0d2b90732e60b6065cf9cf10b
spambase,default,0,3680,921,57,57,57,0,0,0,0,0,0,0,0,[],True,True,df45af075f8d5419d64bc7c81db9ddad980bd2bad5380309af81ade8608ba4b6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,fa914e0986c7a41f4b0a42a1f929cbcc2ae6abd134393932312b0effa19a9e19
spambase,default,1,3681,920,57,57,57,0,0,0,0,0,0,0,0,[],True,True,df45af075f8d5419d64bc7c81db9ddad980bd2bad5380309af81ade8608ba4b6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,56d91b20d85c9e56facefa658a0de46c2ce9ba820503a52a6352940cee3f98bf
spambase,default,2,3681,920,57,57,57,0,0,0,0,0,0,0,0,[],True,True,df45af075f8d5419d64bc7c81db9ddad980bd2bad5380309af81ade8608ba4b6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,ef63efd4fcdc38af9f44660af01f8162d6f8b05268f9ba8e072b17d92777916f
spambase,default,3,3681,920,57,57,57,0,0,0,0,0,0,0,0,[],True,True,df45af075f8d5419d64bc7c81db9ddad980bd2bad5380309af81ade8608ba4b6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,e12d63085c3f07b08fe338dca2e5a2a9abff17aa99b05256e8e17a5e4cb014a2
spambase,default,4,3681,920,57,57,57,0,0,0,0,0,0,0,0,[],True,True,df45af075f8d5419d64bc7c81db9ddad980bd2bad5380309af81ade8608ba4b6,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,da75f870f877ab95a19bc02e083e5af7733646ebd9a8401a2b870d29811b59c3
mice_protein_expression,default,0,855,225,77,77,77,0,0,0,1021,375,0,0,0,[],True,True,0ad1f7f847c84b9cc5299bd05d8823b1dbd152612c6fc50bb458fec212d7c8c4,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,672380b078710c3e6bc31212b5c446312f8cc9a5a4c8de86a53f6e7c0f13308f
mice_protein_expression,default,1,855,225,77,77,77,0,0,0,1201,195,0,0,0,[],True,True,0ad1f7f847c84b9cc5299bd05d8823b1dbd152612c6fc50bb458fec212d7c8c4,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,313c21e0ffb1d56f5784dd313cf5afb3e9f5e01d602f192bdc36e56f8fe05c79
mice_protein_expression,default,2,870,210,77,77,77,0,0,0,1276,120,0,0,0,[],True,True,0ad1f7f847c84b9cc5299bd05d8823b1dbd152612c6fc50bb458fec212d7c8c4,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,1203ee3843f475337fa946f2278d040e0db4a85ba7ebb5528fb19580b3584fb8
mice_protein_expression,default,3,870,210,77,77,77,0,0,0,978,418,0,0,0,[],True,True,0ad1f7f847c84b9cc5299bd05d8823b1dbd152612c6fc50bb458fec212d7c8c4,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,6df8b64c1012335902a43356e17d2d478966a311ef18e07bf561cb131ff7690c
mice_protein_expression,default,4,870,210,77,77,77,0,0,0,1108,288,0,0,0,[],True,True,0ad1f7f847c84b9cc5299bd05d8823b1dbd152612c6fc50bb458fec212d7c8c4,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,90fc8f10c55035fd13774f1ccfab6d361eb78c9d359cadda26726b8012e31bcf
human_activity_recognition,default,0,8232,2067,561,561,561,0,0,0,0,0,0,0,0,[],True,True,e4b7891aba45f2e8dbf36e0f779a1d244f0f60f4120b356a22f02cac37d5fd38,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,0f0afef150b3e5da74f8158c853494ccb2a091f799fe7e61f22e1f5d9f5e3992
human_activity_recognition,default,1,8250,2049,561,561,561,0,0,0,0,0,0,0,0,[],True,True,e4b7891aba45f2e8dbf36e0f779a1d244f0f60f4120b356a22f02cac37d5fd38,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,2c8d1ceb3cc85b0fbc2d48bf99bbc9e9f1632897f695bdd30be1b54081afb485
human_activity_recognition,default,2,8238,2061,561,561,561,0,0,0,0,0,0,0,0,[],True,True,e4b7891aba45f2e8dbf36e0f779a1d244f0f60f4120b356a22f02cac37d5fd38,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,8b748cf6c13df3cd37317fa50b9843ff02c8174a597ff1720c6bb28726fe8fa7
human_activity_recognition,default,3,8232,2067,561,561,561,0,0,0,0,0,0,0,0,[],True,True,e4b7891aba45f2e8dbf36e0f779a1d244f0f60f4120b356a22f02cac37d5fd38,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,7202af650ccce69d5cc59dbe3355cdffd2bfb1f8a41b6c2dac3f7853f320d626
human_activity_recognition,default,4,8244,2055,561,561,561,0,0,0,0,0,0,0,0,[],True,True,e4b7891aba45f2e8dbf36e0f779a1d244f0f60f4120b356a22f02cac37d5fd38,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,0a97daa67ad27bec34a0b2463123ad83c115178eef8f6b84756e4cef7e65c7a9
isolet,default,0,6237,1560,617,617,617,0,0,0,0,0,0,0,0,[],True,True,9d069e37146d31022ec288e3c2fbbadfba07e43cfc2a6af6f95be6532938d4cf,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,154dff83f196fe92a73559330f5eb269f3c6e32af9079e57a3aa2d759b5c1451
isolet,default,1,6237,1560,617,617,617,0,0,0,0,0,0,0,0,[],True,True,9d069e37146d31022ec288e3c2fbbadfba07e43cfc2a6af6f95be6532938d4cf,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,3e434300bbed42d5c30693009827f51092d1942c4b0c5ab3b88712fd47275dc5
isolet,default,2,6238,1559,617,617,617,0,0,0,0,0,0,0,0,[],True,True,9d069e37146d31022ec288e3c2fbbadfba07e43cfc2a6af6f95be6532938d4cf,0e4bd17f13bf34292c29090494bd9a385ca827ec25f405b02eff6375630f7042,2755f713a5f5441b35a44ea637f228a39a6c99be934ceebbf8af3d6c05f8cc01,fbaae2988a0119a398e74587bcdc5e76ecd94a3f7e449db3f3f9e60623f22d2f
